4.261479999999999563e+03,4.328689999999999600e+03,4.261319999999999709e+03,4.315319999999999709e+03,7.041592500000000143e+01
4.330289999999999964e+03,4.349989999999999782e+03,4.287409999999999854e+03,4.349989999999999782e+03,1.167294000000000054e+01
4.333319999999999709e+03,4.445779999999999745e+03,4.333319999999999709e+03,4.444000000000000000e+03,1.173643000000000036e+01
4.441100000000000364e+03,4.485390000000000327e+03,4.399810000000000400e+03,4.427300000000000182e+03,5.188345199999999835e+01
4.436060000000000400e+03,4.459000000000000000e+03,4.411000000000000000e+03,4.459000000000000000e+03,5.434483399999999875e+01
4.459000000000000000e+03,4.485390000000000327e+03,4.333420000000000073e+03,4.352340000000000146e+03,1.202171670000000034e+02
4.352329999999999927e+03,4.354840000000000146e+03,4.235449999999999818e+03,4.289239999999999782e+03,1.271237030000000061e+02
4.289239999999999782e+03,4.335300000000000182e+03,4.200739999999999782e+03,4.325229999999999563e+03,9.798601299999999981e+01
4.307560000000000400e+03,4.369689999999999600e+03,4.258560000000000400e+03,4.333550000000000182e+03,1.107485080000000011e+02
4.333550000000000182e+03,4.359130000000000109e+03,4.280819999999999709e+03,4.285079999999999927e+03,1.390214049999999872e+02
4.285079999999999927e+03,4.340619999999999891e+03,4.134609999999999673e+03,4.243590000000000146e+03,1.581203570000000127e+02
4.251949999999999818e+03,4.308699999999999818e+03,4.234000000000000000e+03,4.292390000000000327e+03,1.180726860000000045e+02
4.292390000000000327e+03,4.340619999999999891e+03,4.234430000000000291e+03,4.313560000000000400e+03,1.149668010000000038e+02
4.313560000000000400e+03,4.316979999999999563e+03,4.247750000000000000e+03,4.300250000000000000e+03,1.334222279999999898e+02
4.285000000000000000e+03,4.327250000000000000e+03,4.259850000000000364e+03,4.304149999999999636e+03,1.204830050000000057e+02
4.304149999999999636e+03,4.371520000000000437e+03,4.296039999999999964e+03,4.340310000000000400e+03,7.565712399999999604e+01
4.320520000000000437e+03,4.340310000000000400e+03,4.221050000000000182e+03,4.293090000000000146e+03,6.165272399999999919e+01
4.293090000000000146e+03,4.293090000000000146e+03,4.193699999999999818e+03,4.236890000000000327e+03,1.143166599999999988e+02
4.234539999999999964e+03,4.283789999999999964e+03,4.066530000000000200e+03,4.193350000000000364e+03,1.077302899999999966e+02
4.171170000000000073e+03,4.297750000000000000e+03,4.015699999999999818e+03,4.136279999999999745e+03,8.591667999999999950e+01
4.135000000000000000e+03,4.135000000000000000e+03,3.938769999999999982e+03,3.975690000000000055e+03,3.470666800000000052e+01
3.996920000000000073e+03,4.136479999999999563e+03,3.938769999999999982e+03,4.108369999999999891e+03,7.484304099999999949e+01
4.108369999999999891e+03,4.184689999999999600e+03,4.084280000000000200e+03,4.148529999999999745e+03,7.014405399999999702e+01
4.148529999999999745e+03,4.184000000000000000e+03,4.103520000000000437e+03,4.138550000000000182e+03,3.836639399999999966e+01
4.138500000000000000e+03,4.156000000000000000e+03,4.027829999999999927e+03,4.077000000000000000e+03,2.986742599999999825e+01
4.077000000000000000e+03,4.082000000000000000e+03,3.933210000000000036e+03,4.033469999999999800e+03,8.288465300000000013e+01
4.033469999999999800e+03,4.082250000000000000e+03,3.964079999999999927e+03,4.068199999999999818e+03,2.319062800000000024e+01
4.054000000000000000e+03,4.082000000000000000e+03,3.850000000000000000e+03,3.957599999999999909e+03,5.406541399999999697e+01
3.945119999999999891e+03,4.100000000000000000e+03,3.928889999999999873e+03,4.039840000000000146e+03,3.493664799999999815e+01
4.066000000000000000e+03,4.068309999999999945e+03,3.964670000000000073e+03,3.972050000000000182e+03,1.257892999999999972e+01
4.036190000000000055e+03,4.049690000000000055e+03,3.953400000000000091e+03,4.027369999999999891e+03,7.153724999999999667e+00
4.013690000000000055e+03,4.103920000000000073e+03,4.013690000000000055e+03,4.076119999999999891e+03,1.877133099999999999e+01
4.088710000000000036e+03,4.149989999999999782e+03,4.051469999999999800e+03,4.074230000000000018e+03,6.939764000000000266e+00
4.090000000000000000e+03,4.141000000000000000e+03,4.090000000000000000e+03,4.139979999999999563e+03,2.410795999999999939e+00
4.120979999999999563e+03,4.139979999999999563e+03,4.044000000000000000e+03,4.082530000000000200e+03,3.405075000000000074e+00
4.096329999999999927e+03,4.124689999999999600e+03,4.082619999999999891e+03,4.094619999999999891e+03,3.206208000000000169e+00
4.094619999999999891e+03,4.142159999999999854e+03,4.087000000000000000e+03,4.117409999999999854e+03,1.155229899999999965e+01
4.117409999999999854e+03,4.156560000000000400e+03,4.081190000000000055e+03,4.155869999999999891e+03,1.705161100000000118e+01
4.155869999999999891e+03,4.211079999999999927e+03,4.032619999999999891e+03,4.155000000000000000e+03,1.779139599999999888e+01
4.140000000000000000e+03,4.142409999999999854e+03,4.080000000000000000e+03,4.106529999999999745e+03,1.822854699999999895e+01
4.106529999999999745e+03,4.125430000000000291e+03,4.063349999999999909e+03,4.063349999999999909e+03,4.024002000000000301e+00
4.096319999999999709e+03,4.125000000000000000e+03,4.068500000000000000e+03,4.125000000000000000e+03,2.508926400000000001e+01
4.125000000000000000e+03,4.150000000000000000e+03,4.091590000000000146e+03,4.129000000000000000e+03,7.258364199999999755e+01
4.129319999999999709e+03,4.185939999999999600e+03,4.116000000000000000e+03,4.164600000000000364e+03,9.741187499999999488e+01
4.161590000000000146e+03,4.171619999999999891e+03,4.116000000000000000e+03,4.150000000000000000e+03,8.916505899999999940e+01
4.162590000000000146e+03,4.171619999999999891e+03,4.069130000000000109e+03,4.086289999999999964e+03,1.075740440000000007e+02
4.069130000000000109e+03,4.119619999999999891e+03,4.062780000000000200e+03,4.094599999999999909e+03,1.090604720000000043e+02
4.094599999999999909e+03,4.109260000000000218e+03,4.039000000000000000e+03,4.084760000000000218e+03,1.117776709999999980e+02
4.079260000000000218e+03,4.104680000000000291e+03,4.011019999999999982e+03,4.016900000000000091e+03,1.066710740000000044e+02
4.011039999999999964e+03,4.055920000000000073e+03,3.953400000000000091e+03,4.043630000000000109e+03,1.159040549999999996e+02
4.043630000000000109e+03,4.077070000000000164e+03,4.010780000000000200e+03,4.074000000000000000e+03,5.881704299999999819e+01
4.066000000000000000e+03,4.088119999999999891e+03,4.000010000000000218e+03,4.023110000000000127e+03,2.006127100000000141e+01
4.023110000000000127e+03,4.023110000000000127e+03,3.934429999999999836e+03,3.951489999999999782e+03,2.868566500000000019e+01
