1.804443441976388840e-03,1.000000000000000000e+00,8.867000000000007276e+01,8.208886499999999842e+01
0.000000000000000000e+00,6.180048661800512377e-01,1.520700000000006185e+02,6.361988199999999694e+01
6.753964598275992159e-01,1.244982562347836108e-01,1.519700000000002547e+02,1.745620010000000093e+02
9.837118754055786951e-01,8.078520441271876962e-01,1.541000000000003638e+02,2.251097159999999917e+02
4.409250427427409136e-01,2.386394312966757525e-01,1.111299999999991996e+02,2.497699130000000025e+02
7.304014368234561516e-01,7.658851512062554434e-01,2.060100000000002183e+02,2.761930429999999888e+02
5.458141067897201992e-01,6.198323759299384506e-01,1.061899999999995998e+02,2.483890289999999936e+02
2.252171576967825217e-01,7.205158054983442639e-01,1.116700000000000728e+02,1.961401290000000017e+02
8.650160289202659669e-01,2.945910920128262944e-01,1.466100000000005821e+02,1.759693839999999909e+02
7.758907995036334881e-01,4.275128523311462203e-01,2.820500000000001819e+02,1.936469700000000103e+02
9.925142886045250634e-01,8.578220626169645868e-01,1.977099999999995816e+02,1.095497089999999929e+02
2.399163429937232195e-01,5.404840155363004328e-01,1.004099999999993997e+02,1.085104479999999967e+02
9.214506934781638847e-01,4.500201983931049199e-01,2.227899999999999636e+02,1.127520789999999948e+02
7.899677072120567800e-01,4.632938643702892989e-01,2.322500000000000000e+02,7.725604199999999366e+01
9.485126526795539803e-02,2.522354041260008728e-01,1.711100000000001273e+02,4.751557799999999787e+01
5.500265745415902074e-01,8.153069359553519746e-01,1.505199999999999818e+02,2.592505600000000143e+01
3.779943158749503596e-01,8.983962647178245220e-01,9.851999999999998181e+01,9.350559999999999761e+00
8.020420921025177563e-01,5.274015419879134470e-01,9.597999999999956344e+01,6.611283000000000243e+00
1.781876078015116605e-01,9.908451638582889132e-01,7.537000000000034561e+01,2.860390999999999906e+01
6.906309537151180677e-01,4.141544323657946336e-01,1.784600000000000364e+02,3.601994299999999782e+01
6.955541237113322950e-01,9.930734536082468367e-01,6.208000000000038199e+01,2.911326599999999942e+01
3.541070482246979623e-01,7.738208797032442021e-01,9.434999999999945430e+01,1.699955170000000066e+02
9.021367938335487224e-01,1.674309688750099667e-01,1.024899999999997817e+02,1.967391030000000001e+02
3.737286033242384065e-01,5.676010915405669266e-01,8.061999999999989086e+01,2.208381430000000023e+02
8.319672131147548555e-01,5.964436805922801454e-01,1.512800000000002001e+02,2.225751290000000040e+02
4.950629894450102597e-01,2.621722846441940646e-01,8.810999999999967258e+01,7.887831400000000315e+01
1.000000000000000000e+00,9.900287459575949356e-01,1.113200000000001637e+02,4.376279600000000158e+01
7.070797177844418968e-01,8.778687859865392795e-01,1.233099999999999454e+02,2.446693000000000140e+01
6.394721553655955404e-01,5.477632998589072599e-01,1.204899999999997817e+02,1.012217480000000052e+02
1.000000000000000000e+00,5.302877411858233359e-01,3.270300000000002001e+02,1.146853459999999956e+02
9.881127686364887808e-01,8.495635657425779641e-01,4.685700000000001637e+02,1.672215190000000007e+02
2.819714503906496361e-01,6.837807671973230583e-01,1.702300000000000182e+02,2.217312359999999956e+02
3.918646402046128685e-01,3.512862131720027037e-01,2.033099999999999454e+02,1.793584209999999928e+02
1.893773622438921223e-02,5.202705390889192927e-01,2.513499999999999091e+02,1.595356549999999913e+02
3.443962215981599684e-01,8.166964513658356850e-01,1.175099999999997635e+02,1.241526810000000012e+02
2.288343558282264212e-01,7.582822085889588948e-01,1.140999999999999091e+02,1.596583840000000123e+02
6.110490378646815657e-01,4.911235257604005255e-01,8.054999999999972715e+01,1.418396030000000110e+02
1.329052449816536807e-01,9.766350097129290475e-01,1.853199999999997090e+02,1.350240220000000022e+02
4.805036908380344585e-01,4.029526704298760365e-01,1.151500000000005457e+02,2.373605689999999981e+02
7.908630742615478937e-01,8.688409047222123149e-02,1.560699999999997090e+02,1.746375850000000014e+02
6.125861276986697135e-01,4.061552595314665837e-01,1.088499999999994543e+02,1.526164019999999937e+02
5.185711895599780519e-01,2.389994980759553300e-01,1.195399999999999636e+02,1.235201500000000010e+02
2.657879656160417881e-01,7.212607449856633934e-01,8.725000000000045475e+01,1.231794600000000059e+02
3.764612641172959684e-02,5.151575193184072532e-01,1.009399999999995998e+02,1.714864880000000085e+02
6.585493584708004278e-01,7.477524657414704734e-01,1.145699999999997090e+02,1.469973420000000033e+02
6.180565127498311995e-01,5.217091660923429686e-01,7.255000000000018190e+01,1.115793579999999992e+02
1.284521875525186374e-01,6.881407204078193729e-01,1.785100000000002183e+02,1.106559550000000058e+02
2.728619528619589119e-01,2.281481481481435480e-01,7.425000000000000000e+01,1.411045259999999928e+02
4.782010582010514099e-01,6.507936507936520343e-01,9.450000000000000000e+01,1.015095429999999936e+02
3.049248480972295283e-01,9.998401023345167005e-01,6.253999999999996362e+01,7.443305999999999756e+01
6.213700670141513172e-01,8.266939687267296222e-01,1.611599999999998545e+02,1.642066560000000095e+02
6.492932862190805565e-01,1.358068315665512671e-01,1.698000000000001819e+02,5.239932999999999907e+01
6.681415929203495807e-01,2.825051055139553569e-01,1.175200000000004366e+02,3.995962500000000261e+01
6.013254272759027685e-01,8.016509708173416016e-01,8.601000000000021828e+01,4.163856799999999936e+01
6.764793339280359419e-01,1.000000000000000000e+00,6.726000000000021828e+01,2.870728799999999836e+01
1.000000000000000000e+00,4.733083985039172603e-01,5.881999999999970896e+01,3.615308100000000024e+01
7.894859813084167399e-01,6.292056074766350093e-01,8.559999999999945430e+01,3.465498399999999890e+01
4.505795119141922100e-01,5.839032467065052856e-01,1.389099999999998545e+02,4.743110800000000182e+01
1.650000000000062528e-01,6.640909090909090651e-01,8.800000000000000000e+01,3.952303899999999715e+01
2.068398166647114067e-01,0.000000000000000000e+00,8.509000000000014552e+01,6.298038799999999782e+01
4.619656463902828136e-01,2.637220715485000255e-01,7.743000000000029104e+01,4.747819899999999649e+01
6.847858640311415002e-01,5.661874812818155078e-01,6.677999999999974534e+01,5.713868200000000286e+01
1.000000000000000000e+00,7.245684906353346832e-01,5.446000000000003638e+01,3.527742400000000345e+01
0.000000000000000000e+00,8.101684406324309862e-01,9.676999999999952706e+01,7.211126000000000147e+01
3.435678196657505623e-01,5.311568856065207456e-03,7.718999999999959982e+01,7.570663199999999904e+01
7.763736263736333854e-01,1.098901098899318640e-04,9.100000000000000000e+01,7.329535500000000070e+01
6.653531900098492713e-01,7.959668540302473616e-01,1.725699999999997090e+02,9.439719800000000305e+01
2.525456777641323924e-01,5.854697768469705466e-01,1.384699999999993452e+02,1.217220339999999936e+02
4.998025536395971358e-01,3.369751217586269831e-02,7.597000000000025466e+01,1.218585510000000056e+02
4.502374561222310945e-01,4.961800536857268185e-01,9.685999999999967258e+01,1.072256770000000046e+02
2.870302809193674420e-01,8.802444363371080271e-01,1.096399999999994179e+02,8.534280099999999436e+01
5.432679015758878904e-01,8.659109759469174605e-01,7.233999999999923602e+01,7.886207400000000689e+01
5.515908086610608052e-01,1.709014582412748950e-01,9.051999999999952706e+01,1.284569590000000119e+02
0.000000000000000000e+00,4.512236004022796010e-01,8.948999999999978172e+01,8.805142899999999884e+01
7.514554732983569352e-02,7.992884352763596212e-01,2.782600000000002183e+02,1.287645709999999895e+02
8.351522113727725127e-01,6.731763354394075805e-01,8.705000000000018190e+01,1.272142300000000006e+02
5.461624026696654255e-02,5.827586206896526733e-01,8.989999999999963620e+01,5.219576500000000152e+01
4.005835314458678909e-01,6.068727036957000109e-01,9.253999999999996362e+01,1.194250300000000067e+02
5.127179487179489570e-01,1.025641025691470531e-04,9.750000000000000000e+01,1.495514509999999859e+02
7.403171445936216344e-01,4.549422620034277998e-01,1.809899999999997817e+02,1.761518279999999947e+02
6.842582106455239455e-01,7.395809739524352722e-01,1.766000000000003638e+02,1.630134810000000130e+02
2.878630705394158440e-01,5.212655601658866544e-02,7.711999999999989086e+01,8.484527799999999331e+01
3.164657360405982445e-01,6.070748730964510287e-01,6.303999999999996362e+01,1.154817029999999960e+02
0.000000000000000000e+00,7.573731812819488596e-01,5.085999999999967258e+01,1.096508809999999983e+02
4.307858687815269150e-01,3.518385003604720396e-01,5.547999999999956344e+01,1.029989249999999998e+02
2.920796752572414334e-01,7.932596998017586998e-01,1.059299999999993815e+02,1.118748109999999940e+02
8.045807166605101202e-01,3.215736978204546404e-01,5.414000000000032742e+01,1.069971950000000049e+02
9.244644870349816301e-02,5.617249154453247684e-01,1.064400000000005093e+02,6.680316299999999785e+01
3.726098191214504141e-01,1.000000000000000000e+00,5.805000000000018190e+01,5.863182700000000125e+01
0.000000000000000000e+00,3.221372065879890556e-01,7.710999999999967258e+01,7.564797799999999484e+01
7.470977406066623416e-01,6.568468356010441767e-01,8.010999999999967258e+01,1.012261340000000018e+02
7.646342812880391193e-02,7.404005754121953942e-01,9.036999999999989086e+01,1.309666550000000029e+02
4.310752782402929029e-01,6.837262290772088136e-01,1.141099999999996726e+02,6.888771199999999340e+01
