9.348000000000000000e+03,9.351280000000000655e+03,9.342170000000000073e+03,9.342170000000000073e+03,6.877621999999999680e+00,9.800000000000000000e+01
9.342170000000000073e+03,9.351190000000000509e+03,9.340000000000000000e+03,9.351129999999999200e+03,7.979351999999999556e+00,9.300000000000000000e+01
9.344030000000000655e+03,9.368000000000000000e+03,9.344020000000000437e+03,9.357610000000000582e+03,2.275713000000000008e+01,1.510000000000000000e+02
9.362479999999999563e+03,9.372000000000000000e+03,9.357610000000000582e+03,9.372000000000000000e+03,2.045818900000000085e+01,1.270000000000000000e+02
9.370000000000000000e+03,9.373559999999999491e+03,9.347559999999999491e+03,9.359950000000000728e+03,2.745990600000000015e+01,1.840000000000000000e+02
9.359950000000000728e+03,9.373000000000000000e+03,9.357620000000000800e+03,9.372000000000000000e+03,7.618566999999999645e+00,1.340000000000000000e+02
9.364010000000000218e+03,9.372920000000000073e+03,9.355000000000000000e+03,9.369959999999999127e+03,1.675111300000000014e+01,1.400000000000000000e+02
9.366260000000000218e+03,9.372920000000000073e+03,9.366260000000000218e+03,9.372920000000000073e+03,1.373010799999999954e+01,1.060000000000000000e+02
9.372920000000000073e+03,9.375000000000000000e+03,9.361350000000000364e+03,9.369969999999999345e+03,2.088233599999999868e+01,1.460000000000000000e+02
9.370000000000000000e+03,9.373690000000000509e+03,9.360770000000000437e+03,9.373680000000000291e+03,1.357304700000000075e+01,1.440000000000000000e+02
9.370190000000000509e+03,9.376000000000000000e+03,9.366020000000000437e+03,9.376000000000000000e+03,4.595019999999999882e+00,8.400000000000000000e+01
9.373000000000000000e+03,9.385360000000000582e+03,9.371709999999999127e+03,9.381559999999999491e+03,1.830277999999999849e+01,1.440000000000000000e+02
9.382000000000000000e+03,9.397969999999999345e+03,9.382000000000000000e+03,9.397969999999999345e+03,3.479381099999999805e+01,3.430000000000000000e+02
9.396750000000000000e+03,9.398170000000000073e+03,9.384110000000000582e+03,9.385000000000000000e+03,2.436292200000000108e+01,3.140000000000000000e+02
9.385010000000000218e+03,9.390000000000000000e+03,9.385000000000000000e+03,9.390000000000000000e+03,1.192856899999999953e+01,1.110000000000000000e+02
9.389010000000000218e+03,9.400000000000000000e+03,9.389010000000000218e+03,9.400000000000000000e+03,5.379381800000000169e+01,2.680000000000000000e+02
9.399500000000000000e+03,9.409000000000000000e+03,9.399430000000000291e+03,9.401469999999999345e+03,4.114979600000000204e+01,2.520000000000000000e+02
9.409000000000000000e+03,9.410329999999999927e+03,9.401010000000000218e+03,9.410000000000000000e+03,6.380588300000000146e+01,3.070000000000000000e+02
9.410000000000000000e+03,9.412700000000000728e+03,9.404000000000000000e+03,9.407840000000000146e+03,1.732459499999999863e+01,1.610000000000000000e+02
9.407840000000000146e+03,9.411899999999999636e+03,9.400000000000000000e+03,9.406000000000000000e+03,2.986191099999999921e+01,1.440000000000000000e+02
9.405889999999999418e+03,9.417959999999999127e+03,9.405889999999999418e+03,9.416010000000000218e+03,2.562654699999999863e+01,2.020000000000000000e+02
9.416020000000000437e+03,9.425989999999999782e+03,9.416020000000000437e+03,9.424989999999999782e+03,3.715263499999999652e+01,3.060000000000000000e+02
9.420610000000000582e+03,9.427000000000000000e+03,9.420559999999999491e+03,9.422030000000000655e+03,1.773180599999999885e+01,1.950000000000000000e+02
9.423530000000000655e+03,9.427479999999999563e+03,9.423530000000000655e+03,9.427010000000000218e+03,2.778711399999999898e+01,2.290000000000000000e+02
9.427370000000000800e+03,9.427459999999999127e+03,9.426010000000000218e+03,9.427440000000000509e+03,1.575254499999999958e+01,1.630000000000000000e+02
9.427000000000000000e+03,9.427479999999999563e+03,9.418000000000000000e+03,9.418000000000000000e+03,2.577093599999999896e+01,2.050000000000000000e+02
9.418000000000000000e+03,9.420360000000000582e+03,9.390000000000000000e+03,9.406479999999999563e+03,7.221308799999999906e+01,4.010000000000000000e+02
